Name,Debut,Final,Position,Height,Weight,Birthday,School,HOF,Active,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS,Player_ID,Image_URL
Kay Felder,2017,2018,['Guard'],69,176.0,"March 29, 1995",['Oakland'],False,False,58,3.8,1.0,1.3,36.4,26.8,75.4,38.8,9.3,-0.4,1627770,https://cdn.nba.com/headshots/nba/latest/1040x760/1627770.png
Cristiano Felício,2016,2021,"['Forward', 'Center']",83,270.0,"July 7, 1992",,False,False,252,4.3,3.9,0.7,57.2,0.0,67.3,57.2,14.0,9.0,1626245,https://cdn.nba.com/headshots/nba/latest/1040x760/1626245.png
Carrick Felix,2014,2014,['Guard'],78,201.0,"August 17, 1990",['Arizona State'],False,False,7,2.7,0.9,0.6,50.0,40.0,75.0,57.1,13.3,0.0,203467,https://cdn.nba.com/headshots/nba/latest/1040x760/203467.png
Noel Felix,2006,2006,['Forward'],81,225.0,"October 4, 1981",['Fresno State'],False,False,12,1.5,1.1,0.2,24.0,33.3,62.5,26.0,-1.1,-0.3,101230,https://cdn.nba.com/headshots/nba/latest/1040x760/101230.png
Ray Felix,1954,1962,['Center'],83,220.0,"December 10, 1930",['Long Island University'],False,False,637,10.9,8.9,0.7,41.2,,67.8,,17.1,39.6,76704,https://cdn.nba.com/headshots/nba/latest/1040x760/76704.png
Raymond Felton,2006,2019,['Guard'],73,205.0,"June 26, 1984",['UNC'],False,False,971,11.2,3.0,5.2,41.2,32.9,79.0,45.9,13.8,40.2,101109,https://cdn.nba.com/headshots/nba/latest/1040x760/101109.png
Jake Fendley,1952,1953,['Guard'],72,180.0,"June 12, 1929",['Northwestern'],False,False,103,2.8,1.2,0.9,34.4,,74.2,,10.2,2.1,76705,https://cdn.nba.com/headshots/nba/latest/1040x760/76705.png
Warren Fenley,1947,1947,['Forward'],75,190.0,"February 8, 1922",['Manhattan University'],False,False,33,2.6,,0.5,22.5,,51.1,,,-0.1,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Desmond Ferguson,2004,2004,"['Guard', 'Forward']",79,203.0,"July 22, 1977","['Missouri', ' Detroit Mercy']",False,False,7,1.9,0.6,0.1,41.7,37.5,0.0,54.2,11.3,0.0,2724,https://cdn.nba.com/headshots/nba/latest/1040x760/2724.png
Terrance Ferguson,2018,2021,"['Guard', 'Forward']",78,190.0,"May 17, 1998",,False,False,204,4.5,1.3,0.7,40.4,33.4,75.3,52.2,5.6,4.4,1628390,https://cdn.nba.com/headshots/nba/latest/1040x760/1628390.png
Rudy Fernández,2009,2012,['Guard'],78,185.0,"April 4, 1985",,False,False,249,9.1,2.4,2.2,39.9,36.0,84.0,51.1,14.0,14.2,201164,https://cdn.nba.com/headshots/nba/latest/1040x760/201164.png
Bruno Fernando,2020,2025,['Forward'],81,240.0,"August 15, 1998",['Maryland'],False,True,220,4.0,3.2,0.7,54.3,12.2,65.3,54.8,13.9,3.8,1628981,https://cdn.nba.com/headshots/nba/latest/1040x760/1628981.png
Eric Fernsten,1976,1984,"['Center', 'Forward']",82,205.0,"November 1, 1953",['San Francisco'],False,False,218,2.4,1.7,0.4,44.5,,67.5,44.5,11.7,3.3,76707,https://cdn.nba.com/headshots/nba/latest/1040x760/76707.png
Al Ferrari,1956,1963,"['Guard', 'Forward']",76,190.0,"July 6, 1933",['Michigan State'],False,False,371,6.8,2.2,2.5,36.8,,76.0,,9.5,8.9,76708,https://cdn.nba.com/headshots/nba/latest/1040x760/76708.png
Rolando Ferreira,1989,1989,['Center'],85,240.0,"May 24, 1964",['Houston'],False,False,12,0.8,1.1,0.1,5.6,,87.5,5.6,-7.6,-0.2,76709,https://cdn.nba.com/headshots/nba/latest/1040x760/76709.png
Duane Ferrell,1989,1999,"['Forward', 'Guard']",79,209.0,"February 28, 1965",['Georgia Tech'],False,False,583,6.4,1.9,0.9,48.0,28.8,75.0,48.7,12.9,15.6,273,https://cdn.nba.com/headshots/nba/latest/1040x760/273.png
Yogi Ferrell,2017,2021,['Guard'],72,178.0,"May 9, 1993",['Indiana'],False,False,259,7.7,2.1,2.3,42.0,36.5,83.5,50.4,12.2,7.7,1627812,https://cdn.nba.com/headshots/nba/latest/1040x760/1627812.png
Arnie Ferrin,1949,1951,"['Forward', 'Guard']",74,180.0,"July 29, 1925",['Utah'],False,False,178,5.8,4.0,1.6,33.2,,68.6,,,7.6,76711,https://cdn.nba.com/headshots/nba/latest/1040x760/76711.png
Bob Ferry,1960,1969,"['Center', 'Forward']",80,230.0,"May 31, 1937",['Saint Louis'],False,False,634,9.1,5.3,1.4,43.3,,66.4,,13.8,20.2,76712,https://cdn.nba.com/headshots/nba/latest/1040x760/76712.png
Danny Ferry,1991,2003,['Forward'],82,230.0,"October 17, 1966",['Duke'],False,False,917,7.0,2.8,1.3,44.6,39.3,84.0,50.6,11.8,34.8,198,https://cdn.nba.com/headshots/nba/latest/1040x760/198.png
Kyrylo Fesenko,2008,2012,['Center'],85,288.0,"December 24, 1986",,False,False,135,2.3,2.0,0.3,49.6,0.0,41.0,49.6,8.5,0.9,201178,https://cdn.nba.com/headshots/nba/latest/1040x760/201178.png
Bobby Fields,1972,1972,['Guard'],75,175.0,"October 20, 1949","['Brandywine Junior College', ' La Salle']",False,False,22,2.5,1.4,0.9,45.8,28.6,61.5,47.9,9.2,0.2,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Kenny Fields,1985,1988,"['Forward', 'Guard']",77,220.0,"February 9, 1962",['UCLA'],False,False,184,6.2,2.5,1.0,47.4,18.8,73.3,47.5,11.7,4.2,76713,https://cdn.nba.com/headshots/nba/latest/1040x760/76713.png
Landry Fields,2011,2015,['Forward'],79,210.0,"June 27, 1988",['Stanford'],False,False,255,6.8,4.3,1.6,47.3,33.2,66.6,51.5,12.1,10.5,202361,https://cdn.nba.com/headshots/nba/latest/1040x760/202361.png
Ron Filipek,1968,1968,['Forward'],77,205.0,"February 5, 1944",['Tennessee Technological University'],False,False,19,2.3,1.3,0.4,38.3,,50.0,,13.5,0.0,76714,https://cdn.nba.com/headshots/nba/latest/1040x760/76714.png
Kyle Filipowski,2025,2025,"['Forward', 'Center']",83,250.0,"November 7, 2003",['Duke'],False,True,72,9.6,6.1,1.9,50.2,35.0,65.0,57.6,14.9,2.5,1642271,https://cdn.nba.com/headshots/nba/latest/1040x760/1642271.png
Greg Fillmore,1971,1972,['Center'],85,240.0,"March 7, 1947",['Cheyney (PA)'],False,False,49,2.4,2.2,0.4,40.3,,46.7,,8.1,0.3,76715,https://cdn.nba.com/headshots/nba/latest/1040x760/76715.png
Larry Finch,1974,1975,['Guard'],74,185.0,"February 16, 1951",['Memphis'],False,False,128,8.6,1.7,2.4,43.1,34.2,82.9,44.5,9.7,1.7,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Hank Finkel,1967,1975,['Center'],84,240.0,"April 20, 1942",['Dayton'],False,False,551,5.1,3.9,0.8,44.9,,66.2,,12.6,13.5,76716,https://cdn.nba.com/headshots/nba/latest/1040x760/76716.png
Michael Finley,1996,2010,"['Guard', 'Forward']",79,215.0,"March 6, 1973",['Wisconsin'],False,False,1103,15.7,4.4,2.9,44.4,37.5,81.1,49.2,16.0,85.2,714,https://cdn.nba.com/headshots/nba/latest/1040x760/714.png
Danny Finn,1953,1955,['Guard'],73,185.0,"May 29, 1928","[""St. John's""]",False,False,142,7.3,3.9,4.0,32.7,,59.9,,13.0,1.0,76717,https://cdn.nba.com/headshots/nba/latest/1040x760/76717.png
Dorian Finney-Smith,2017,2025,['Forward'],79,220.0,"May 4, 1993",['Florida'],False,True,591,8.3,4.5,1.4,43.6,36.2,71.8,54.8,10.7,28.4,1627827,https://cdn.nba.com/headshots/nba/latest/1040x760/1627827.png
Matt Fish,1995,1997,['Center'],83,235.0,"November 18, 1969",['UNC Wilmington'],False,False,50,3.5,2.2,0.5,50.0,0.0,62.5,50.0,11.9,0.6,900,https://cdn.nba.com/headshots/nba/latest/1040x760/900.png
Derek Fisher,1997,2014,['Guard'],73,200.0,"August 9, 1974",['Little Rock'],False,False,1287,8.3,2.1,3.0,39.9,37.4,81.7,46.6,11.7,62.3,965,https://cdn.nba.com/headshots/nba/latest/1040x760/965.png
Rick Fisher,1972,1972,['Forward'],77,215.0,"October 27, 1948","['Trinidad State Junior College', ' Colorado State']",False,False,12,3.1,2.7,0.4,52.9,,100.0,52.9,25.1,0.2,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Gerald Fitch,2006,2006,['Guard'],75,188.0,"August 12, 1982",['Kentucky'],False,False,18,4.7,1.7,1.8,33.7,26.9,73.9,37.6,10.2,0.1,2809,https://cdn.nba.com/headshots/nba/latest/1040x760/2809.png
Malik Fitts,2021,2022,['Forward'],80,230.0,"July 4, 1997","['South Florida', "" Saint Mary's""]",False,True,18,1.3,1.1,0.3,40.9,50.0,,54.5,9.6,0.1,1630238,https://cdn.nba.com/headshots/nba/latest/1040x760/1630238.png
Bob Fitzgerald,1947,1949,"['Forward', 'Center']",77,190.0,"March 14, 1923",['Seton Hall'],False,False,78,3.1,,0.6,19.4,,62.9,,,-0.2,76720,https://cdn.nba.com/headshots/nba/latest/1040x760/76720.png
Dick Fitzgerald,1947,1948,['Forward'],74,175.0,"November 18, 1920",['Fordham'],False,False,61,4.5,,0.7,23.7,,68.3,,,-0.9,76719,https://cdn.nba.com/headshots/nba/latest/1040x760/76719.png
Marcus Fizer,2001,2006,['Forward'],81,262.0,"August 10, 1978",['Iowa State'],False,False,289,9.6,4.6,1.2,43.5,19.1,69.1,43.9,13.4,2.7,2033,https://cdn.nba.com/headshots/nba/latest/1040x760/2033.png
Adam Flagler,2024,2025,['Guard'],75,195.0,"December 1, 1999","['Presbyterian College', ' Baylor']",False,True,39,1.7,0.7,0.4,25.2,19.2,50.0,32.5,3.5,-0.3,1641745,https://cdn.nba.com/headshots/nba/latest/1040x760/1641745.png
Jerry Fleishman,1947,1953,"['Guard', 'Forward']",74,190.0,"February 14, 1922",['NYU'],False,False,262,5.8,4.6,1.6,27.7,,63.8,,13.6,7.8,76721,https://cdn.nba.com/headshots/nba/latest/1040x760/76721.png
Al Fleming,1978,1978,['Forward'],79,215.0,"April 5, 1954",['Arizona'],False,False,20,2.0,1.5,0.4,48.4,,58.8,,10.7,0.0,76722,https://cdn.nba.com/headshots/nba/latest/1040x760/76722.png
Ed Fleming,1956,1960,"['Guard', 'Forward']",75,189.0,"July 25, 1933",['Niagara University'],False,False,292,8.6,5.2,1.9,35.9,,73.1,,14.1,9.8,76723,https://cdn.nba.com/headshots/nba/latest/1040x760/76723.png
Vern Fleming,1985,1996,['Guard'],77,185.0,"February 4, 1962",['Georgia'],False,False,893,11.3,3.4,4.8,49.8,18.1,76.4,50.1,15.1,52.0,313,https://cdn.nba.com/headshots/nba/latest/1040x760/313.png
Luis Flores,2005,2005,['Guard'],74,200.0,"April 11, 1981","['Rutgers University', ' Manhattan University']",False,False,16,2.2,0.2,0.7,48.3,50.0,100.0,56.9,10.1,0.0,2784,https://cdn.nba.com/headshots/nba/latest/1040x760/2784.png
Bruce Flowers,1983,1983,['Forward'],80,225.0,"June 13, 1957",['Notre Dame'],False,False,53,4.9,3.4,0.9,53.4,0.0,77.4,53.4,15.2,1.7,76725,https://cdn.nba.com/headshots/nba/latest/1040x760/76725.png
Trentyn Flowers,2025,2025,"['Guard', 'Forward']",79,185.0,"March 8, 2005",,False,True,6,1.8,0.7,0.0,36.4,0.0,100.0,36.4,4.3,0.0,1642280,https://cdn.nba.com/headshots/nba/latest/1040x760/1642280.png
Sleepy Floyd,1983,1995,['Guard'],75,170.0,"March 6, 1960",['Georgetown'],False,False,957,12.8,2.6,5.4,44.4,32.4,81.5,47.0,15.5,50.6,76726,https://cdn.nba.com/headshots/nba/latest/1040x760/76726.png
Jonny Flynn,2010,2012,['Guard'],72,185.0,"February 6, 1989",['Syracuse'],False,False,163,9.2,1.9,3.9,40.0,33.8,80.9,44.2,11.3,-1.1,201938,https://cdn.nba.com/headshots/nba/latest/1040x760/201938.png
Malachi Flynn,2021,2025,['Guard'],73,175.0,"May 10, 1998","['Washington State', ' San Diego State']",False,True,217,5.5,1.7,1.9,38.7,33.3,74.7,47.2,10.9,2.9,1630201,https://cdn.nba.com/headshots/nba/latest/1040x760/1630201.png
Mike Flynn,1976,1978,['Guard'],74,180.0,"July 31, 1953",['Kentucky'],False,False,211,6.2,2.1,2.2,41.9,25.3,62.9,42.9,12.1,2.8,76727,https://cdn.nba.com/headshots/nba/latest/1040x760/76727.png
Larry Fogle,1976,1976,['Guard'],77,205.0,"March 19, 1953",['Canisius'],False,False,2,1.0,1.5,0.0,20.0,,,,-0.5,0.0,76728,https://cdn.nba.com/headshots/nba/latest/1040x760/76728.png
Jack Foley,1963,1963,['Forward'],75,170.0,"April 19, 1939",['Holy Cross'],False,False,11,4.8,1.5,0.5,39.2,,86.7,,15.6,0.1,76729,https://cdn.nba.com/headshots/nba/latest/1040x760/76729.png
Isaac Fontaine,2002,2002,['Guard'],76,210.0,"April 16, 1975",['Washington State'],False,False,6,1.8,0.8,0.7,21.4,20.0,66.7,25.0,-0.9,-0.2,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Levi Fontaine,1971,1971,['Guard'],76,190.0,"November 1, 1948",['University of Maryland Eastern Shore'],False,False,35,3.8,0.4,0.6,36.6,,75.7,,12.1,-0.3,76731,https://cdn.nba.com/headshots/nba/latest/1040x760/76731.png
Simone Fontecchio,2023,2025,['Forward'],80,209.0,"December 9, 1995",,False,True,193,7.6,2.8,1.1,41.9,36.3,82.0,53.0,10.4,3.7,1631323,https://cdn.nba.com/headshots/nba/latest/1040x760/1631323.png
Jeff Foote,2012,2012,['Center'],84,265.0,"July 14, 1987",['Cornell'],False,False,4,1.0,1.5,0.0,33.3,,,33.3,-0.9,-0.1,202880,https://cdn.nba.com/headshots/nba/latest/1040x760/202880.png
Bryn Forbes,2017,2023,['Guard'],74,205.0,"July 23, 1993",['Michigan State'],False,True,431,8.8,1.7,1.2,43.6,41.0,82.6,55.1,11.0,11.6,1627854,https://cdn.nba.com/headshots/nba/latest/1040x760/1627854.png
Gary Forbes,2011,2012,['Forward'],79,220.0,"February 25, 1985","['Virginia', ' UMass']",False,False,111,5.8,2.0,0.9,43.4,34.0,70.2,47.8,12.4,1.7,201814,https://cdn.nba.com/headshots/nba/latest/1040x760/201814.png
Aleem Ford,2022,2022,['Forward'],80,220.0,"December 22, 1997",['Wisconsin'],False,True,5,2.8,3.0,0.4,30.0,13.3,,35.0,0.5,-0.2,1630758,https://cdn.nba.com/headshots/nba/latest/1040x760/1630758.png
Alphonso Ford,1994,1995,['Guard'],73,190.0,"October 31, 1971",['Mississippi Valley State University'],False,False,11,3.2,1.8,0.9,30.8,10.0,50.0,31.7,4.4,-0.4,76732,https://cdn.nba.com/headshots/nba/latest/1040x760/76732.png
Alton Ford,2002,2004,['Forward'],81,275.0,"May 29, 1981",['Houston'],False,False,73,2.5,1.7,0.2,50.7,,69.7,50.7,9.4,0.8,2228,https://cdn.nba.com/headshots/nba/latest/1040x760/2228.png
Bob Ford,1973,1973,['Forward'],79,228.0,"January 26, 1950",['Purdue'],False,False,9,1.6,1.3,0.4,29.4,,80.0,29.4,2.7,-0.1,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Chris Ford,1973,1982,"['Guard', 'Forward']",77,190.0,"January 11, 1949",['Villanova'],False,False,794,9.2,3.0,3.4,46.0,37.5,73.1,46.9,12.2,35.6,76733,https://cdn.nba.com/headshots/nba/latest/1040x760/76733.png
Don Ford,1976,1982,['Forward'],81,215.0,"December 31, 1952","['New Mexico', ' UC Santa Barbara']",False,False,474,6.4,3.6,1.4,46.4,14.3,77.3,46.4,10.8,12.7,76734,https://cdn.nba.com/headshots/nba/latest/1040x760/76734.png
Jake Ford,1971,1972,['Guard'],75,180.0,"April 29, 1945",['University of Maryland Eastern Shore'],False,False,31,4.1,0.6,1.1,46.2,,76.4,,15.4,0.7,76735,https://cdn.nba.com/headshots/nba/latest/1040x760/76735.png
Jordan Ford,2024,2024,['Guard'],73,175.0,"May 26, 1998","[""Saint Mary's""]",False,True,6,2.0,0.3,0.3,57.1,66.7,100.0,71.4,16.8,0.1,1630259,https://cdn.nba.com/headshots/nba/latest/1040x760/1630259.png
Phil Ford,1979,1985,['Guard'],74,175.0,"February 9, 1956",['UNC'],False,False,482,11.6,1.8,6.4,46.7,21.0,82.0,46.9,13.9,23.3,76736,https://cdn.nba.com/headshots/nba/latest/1040x760/76736.png
Sharrod Ford,2006,2006,['Forward'],81,225.0,"January 9, 1982",['Clemson'],False,False,3,1.3,1.0,0.0,66.7,,,66.7,0.6,0.0,101213,https://cdn.nba.com/headshots/nba/latest/1040x760/101213.png
Sherell Ford,1996,1996,['Forward'],79,210.0,"August 26, 1972",['University of Illinois at Chicago'],False,False,28,3.2,0.9,0.2,37.5,16.0,76.5,40.0,16.4,0.4,726,https://cdn.nba.com/headshots/nba/latest/1040x760/726.png
T.J. Ford,2004,2012,['Guard'],72,165.0,"March 24, 1983",['Texas'],False,False,429,11.2,3.1,5.8,43.3,28.9,81.5,44.8,15.1,16.9,2551,https://cdn.nba.com/headshots/nba/latest/1040x760/2551.png
Donnie Forman,1949,1949,['Guard'],70,175.0,"January 17, 1926",['NYU'],False,False,44,4.1,,1.7,29.4,,64.2,,,0.8,76738,https://cdn.nba.com/headshots/nba/latest/1040x760/76738.png
Bayard Forrest,1978,1979,['Center'],82,235.0,"July 8, 1954",['Grand Canyon University'],False,False,139,4.1,4.1,2.1,44.9,,50.9,,10.6,2.7,76739,https://cdn.nba.com/headshots/nba/latest/1040x760/76739.png
Trent Forrest,2021,2024,['Guard'],76,210.0,"June 12, 1998",['Florida State'],False,True,151,2.8,1.5,1.9,44.4,18.5,82.8,46.0,9.7,2.2,1630235,https://cdn.nba.com/headshots/nba/latest/1040x760/1630235.png
Joseph Forte,2002,2003,['Guard'],76,194.0,"March 23, 1981",['UNC'],False,False,25,1.2,0.7,0.7,23.4,0.0,80.0,23.4,3.2,-0.4,2218,https://cdn.nba.com/headshots/nba/latest/1040x760/2218.png
Courtney Fortson,2012,2012,['Guard'],71,185.0,"May 23, 1988",['Arkansas'],False,False,10,3.5,1.5,1.0,34.4,23.1,66.7,39.1,9.9,0.0,202622,https://cdn.nba.com/headshots/nba/latest/1040x760/202622.png
Danny Fortson,1998,2007,['Forward'],79,260.0,"March 27, 1976",['Cincinnati'],False,False,440,8.2,7.2,0.7,47.2,16.7,78.5,47.2,16.2,22.3,1504,https://cdn.nba.com/headshots/nba/latest/1040x760/1504.png
Fred Foster,1969,1977,['Forward'],77,210.0,"March 18, 1946",['Miami University'],False,False,524,7.8,2.4,1.1,41.4,,72.7,,10.7,2.9,76740,https://cdn.nba.com/headshots/nba/latest/1040x760/76740.png
Greg Foster,1991,2003,"['Forward', 'Center']",83,240.0,"October 3, 1968","['UCLA', ' Texas-El Paso']",False,False,656,3.9,2.6,0.5,44.0,22.5,74.8,44.4,8.9,5.6,323,https://cdn.nba.com/headshots/nba/latest/1040x760/323.png
Jeff Foster,2000,2012,"['Forward', 'Center']",83,236.0,"January 16, 1977",['Texas State University'],False,False,764,4.9,6.9,0.9,49.7,13.0,61.5,49.8,14.2,47.5,1902,https://cdn.nba.com/headshots/nba/latest/1040x760/1902.png
Jimmy Foster,1975,1976,['Guard'],73,175.0,"December 16, 1951",['UConn'],False,False,89,3.7,1.3,2.1,37.3,7.1,67.3,37.4,5.3,-1.4,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Michael Foster Jr.,2023,2023,['Forward'],80,250.0,"January 16, 2003",,False,True,1,0.0,0.0,0.0,,,,,0.0,0.0,1630701,https://cdn.nba.com/headshots/nba/latest/1040x760/1630701.png
Rod Foster,1984,1986,['Guard'],73,160.0,"October 10, 1960",['UCLA'],False,False,207,7.5,1.2,2.3,44.0,29.8,76.8,46.5,10.9,2.2,76742,https://cdn.nba.com/headshots/nba/latest/1040x760/76742.png
Antonis Fotsis,2002,2002,['Forward'],82,219.0,"April 1, 1981",,False,False,28,3.9,2.2,0.4,40.4,30.4,85.0,43.8,11.3,0.1,2238,https://cdn.nba.com/headshots/nba/latest/1040x760/2238.png
Evan Fournier,2013,2024,"['Guard', 'Forward']",78,205.0,"October 29, 1992",,False,True,704,13.6,2.7,2.5,44.1,37.4,79.9,52.7,13.5,30.5,203095,https://cdn.nba.com/headshots/nba/latest/1040x760/203095.png
Larry Foust,1951,1962,"['Center', 'Forward']",81,215.0,"June 24, 1928",['La Salle'],False,False,817,13.7,9.8,1.7,40.5,,74.1,,19.8,79.2,76744,https://cdn.nba.com/headshots/nba/latest/1040x760/76744.png
Calvin Fowler,1970,1970,['Guard'],72,175.0,"February 11, 1940",['Saint Francis University'],False,False,78,4.4,2.2,1.6,45.5,41.2,62.2,46.7,9.1,2.1,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Jerry Fowler,1952,1952,['Center'],80,230.0,"June 20, 1927",['Missouri'],False,False,6,1.5,1.7,0.3,30.8,,25.0,,3.9,-0.1,76745,https://cdn.nba.com/headshots/nba/latest/1040x760/76745.png
Tremaine Fowlkes,2002,2005,['Forward'],80,220.0,"April 11, 1976","['California', ' Fresno State']",False,False,103,2.9,2.2,0.5,40.9,20.0,79.1,41.6,10.1,2.1,1762,https://cdn.nba.com/headshots/nba/latest/1040x760/1762.png
De'Aaron Fox,2018,2025,['Guard'],75,185.0,"December 20, 1997",['Kentucky'],False,True,531,21.5,3.9,6.1,47.0,33.0,74.6,51.5,18.6,33.9,1628368,https://cdn.nba.com/headshots/nba/latest/1040x760/1628368.png
Harold Fox,1973,1973,['Guard'],74,175.0,"August 29, 1949",['Jacksonville University'],False,False,10,3.1,0.8,1.0,37.5,,87.5,,10.0,0.0,76746,https://cdn.nba.com/headshots/nba/latest/1040x760/76746.png
Jim Fox,1968,1977,"['Center', 'Forward']",82,230.0,"April 7, 1943",['South Carolina'],False,False,743,9.3,7.4,1.6,47.9,,77.0,,15.2,41.8,76747,https://cdn.nba.com/headshots/nba/latest/1040x760/76747.png
Rick Fox,1992,2004,"['Forward', 'Guard']",79,230.0,"July 24, 1969",['UNC'],False,False,930,9.6,3.8,2.8,45.0,34.9,77.0,50.1,13.6,44.7,296,https://cdn.nba.com/headshots/nba/latest/1040x760/296.png
Randy Foye,2007,2017,['Guard'],76,213.0,"September 24, 1983",['Villanova'],False,False,752,10.3,2.2,2.8,40.1,36.6,85.2,48.2,12.0,23.5,200751,https://cdn.nba.com/headshots/nba/latest/1040x760/200751.png
Adonal Foyle,1998,2009,['Center'],82,250.0,"March 9, 1975",['Colgate'],False,False,733,4.1,4.7,0.5,47.7,0.0,49.9,47.7,12.3,18.7,1502,https://cdn.nba.com/headshots/nba/latest/1040x760/1502.png
Richie Frahm,2004,2008,['Guard'],77,210.0,"August 14, 1977",['Gonzaga'],False,False,140,3.6,1.2,0.6,41.1,35.6,81.0,52.1,12.0,2.8,2499,https://cdn.nba.com/headshots/nba/latest/1040x760/2499.png
Steve Francis,2000,2008,['Guard'],75,195.0,"February 21, 1977","['San Jacinto College', ' Allegany College of Maryland', ' Maryland']",False,False,576,18.1,5.6,6.0,42.9,34.1,79.7,46.3,18.3,54.1,1883,https://cdn.nba.com/headshots/nba/latest/1040x760/1883.png
Tellis Frank,1988,1994,"['Forward', 'Center']",82,225.0,"April 26, 1965",['Western Kentucky'],False,False,264,6.5,3.9,1.0,43.9,0.0,74.1,43.9,10.3,4.0,76748,https://cdn.nba.com/headshots/nba/latest/1040x760/76748.png
Nat Frankel,1947,1947,"['Forward', 'Guard']",72,195.0,"November 3, 1913",['Brooklyn College'],False,False,6,2.7,,0.5,14.8,,66.7,,,-0.2,76749,https://cdn.nba.com/headshots/nba/latest/1040x760/76749.png
Bill Franklin,1973,1976,['Forward'],79,220.0,"October 19, 1949",['Purdue'],False,False,107,6.1,3.7,0.6,41.5,25.0,60.1,41.7,11.1,0.2,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Jamaal Franklin,2014,2015,['Guard'],77,191.0,"July 21, 1991",['San Diego State'],False,False,24,1.8,1.0,0.4,41.5,46.2,100.0,48.8,4.7,0.0,203479,https://cdn.nba.com/headshots/nba/latest/1040x760/203479.png
Robert Franks,2021,2021,['Forward'],79,225.0,"December 18, 1996",['Washington State'],False,False,7,6.1,2.0,0.7,46.4,33.3,92.3,55.4,16.5,0.3,1629606,https://cdn.nba.com/headshots/nba/latest/1040x760/1629606.png
Ron Franz,1968,1973,['Forward'],79,205.0,"October 20, 1945",['Kansas'],False,False,403,11.7,5.3,1.7,44.7,27.9,70.3,45.4,14.2,18.1,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Melvin Frazier,2019,2022,['Guard'],77,215.0,"August 30, 1996",['Tulane'],False,True,32,2.7,0.9,0.2,34.0,20.9,53.3,38.3,4.2,-0.4,1628982,https://cdn.nba.com/headshots/nba/latest/1040x760/1628982.png
Michael Frazier,2020,2020,['Guard'],75,200.0,"March 8, 1994",['Florida'],False,False,13,2.1,0.8,0.2,24.1,17.4,64.3,31.0,-0.9,-0.2,1626187,https://cdn.nba.com/headshots/nba/latest/1040x760/1626187.png
Tim Frazier,2015,2022,['Guard'],72,170.0,"November 1, 1990",['Penn State'],False,False,289,4.9,2.3,4.0,40.0,32.3,72.3,45.1,11.3,6.3,204025,https://cdn.nba.com/headshots/nba/latest/1040x760/204025.png
Walt Frazier,1968,1980,['Guard'],76,200.0,"March 29, 1945",['Southern Illinois'],True,False,825,18.9,5.9,6.1,49.0,0.0,78.6,49.0,19.1,113.5,76750,https://cdn.nba.com/headshots/nba/latest/1040x760/76750.png
Will Frazier,1966,1969,"['Center', 'Forward']",79,210.0,"August 25, 1942",['Grambling State University'],False,False,153,9.8,7.1,1.1,41.5,50.0,61.0,41.5,14.8,4.6,76751,https://cdn.nba.com/headshots/nba/latest/1040x760/76751.png
Anthony Frederick,1989,1992,['Forward'],79,205.0,"December 7, 1964",['Pepperdine'],False,False,147,4.9,1.9,0.9,43.9,27.3,69.9,44.3,12.3,0.7,76752,https://cdn.nba.com/headshots/nba/latest/1040x760/76752.png
Jimmer Fredette,2012,2019,['Guard'],74,195.0,"February 25, 1989",['BYU'],False,False,241,6.0,1.0,1.4,40.9,37.2,87.9,48.4,12.5,2.2,202690,https://cdn.nba.com/headshots/nba/latest/1040x760/202690.png
World B. Free,1976,1988,['Guard'],74,185.0,"December 9, 1953",['Guilford College'],False,False,886,20.3,2.7,3.7,45.6,33.7,75.3,46.3,18.8,67.7,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Enes Freedom,2012,2022,['Center'],82,250.0,"May 20, 1992",['Kentucky'],False,False,748,11.2,7.8,0.9,54.8,28.9,77.7,55.1,20.8,52.8,202683,https://cdn.nba.com/headshots/nba/latest/1040x760/202683.png
Joel Freeland,2013,2015,"['Forward', 'Center']",82,250.0,"February 7, 1987",,False,False,151,3.2,3.4,0.4,45.9,0.0,72.8,45.9,11.1,3.2,200777,https://cdn.nba.com/headshots/nba/latest/1040x760/200777.png
Donnie Freeman,1968,1976,['Guard'],75,185.0,"July 18, 1944",['Illinois'],False,False,648,18.9,3.5,3.5,45.6,15.1,80.0,45.7,18.3,58.0,76754,https://cdn.nba.com/headshots/nba/latest/1040x760/76754.png
Enrique Freeman,2025,2025,['Forward'],79,206.0,"July 29, 2000",['University of Akron'],False,True,22,2.1,1.4,0.4,43.2,10.0,68.4,44.6,7.4,0.2,1642402,https://cdn.nba.com/headshots/nba/latest/1040x760/1642402.png
